,Sale_id,Sale_date,Country,Region,City,Product_name,Category,Storage,Color,Is_5g,Unit_price_usd,Discount_pct,Units_sold,Discounted_price_usd,Fx_rate_to_usd,Revenue_local_currency,Sales_channel,Payment_method,Customer_segment,Customer_age_group,Previous_device_os,Customer_rating,Return_status,Revenue_before_discount,Revenue_after_discount,Total_price_product,Price_range,Integer_part,Revenue_usd_currency
7447,SAMS-00007448,16-09-2023,Myanmar,Asia,Sittwe,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Navy,Yes,47.65,10,2,42.88,2100.0,180096.0,Corporate / B2B,EMI / Installment,Enterprise,25–34,Nil,3.6,Exchanged,95.3,85.76,95.3,Budget,180096,85.76 MMK
7448,SAMS-00007449,03-10-2023,Myanmar,Asia,Sittwe,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Icy Blue,Yes,1642.71,2,5,1609.86,2100.0,16903530.0,Third-Party Retailer,Samsung Pay,Education,45–54,Android (Other),3.5,Returned,8213.55,8049.299999999999,8213.55,Premium,16903530,8049.3 MMK
7449,SAMS-00007450,07-10-2023,Myanmar,Asia,Sittwe,Samsung Galaxy S22 Ultra,Galaxy S,256 GB,Lime,Yes,1195.42,12,1,1051.97,2100.0,2209137.0,Third-Party Retailer,BNPL (Buy Now Pay Later),Individual,45–54,Feature Phone,2.8,Kept,1195.42,1051.97,1195.42,Premium,2209137,1051.97 MMK
7450,SAMS-00007451,04-12-2023,Myanmar,Asia,Sittwe,Samsung T55 27-inch FHD,Monitor,Nil,Black,No,249.53,20,1,199.62,2100.0,419202.0,Samsung Store,Net Banking,Business,18–24,Nil,Nil,Kept,249.53,199.62,249.53,Mid-range,419202,199.62 MMK
7451,SAMS-00007452,17-12-2023,Myanmar,Asia,Sittwe,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome White,No,144.28,15,9,122.64,2100.0,2317896.0,Third-Party Retailer,Cash,Individual,45–54,Android (Other),2.8,Kept,1298.52,1103.76,1298.52,Mid-range,2317896,1103.76 MMK
7452,SAMS-00007453,18-12-2023,Myanmar,Asia,Sittwe,Samsung 45W USB-C Charger,Accessories,Nil,Silver,No,45.05,12,3,39.64,2100.0,249732.0,E-commerce Platform,Cash,Education,25–34,Nil,Nil,Kept,135.14999999999998,118.92,135.14999999999998,Budget,249732,118.92 MMK
7453,SAMS-00007454,06-04-2024,Myanmar,Asia,Sittwe,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,White,Yes,48.22,7,1,44.84,2100.0,94164.0,Corporate / B2B,Net Banking,Education,25–34,Nil,Nil,Kept,48.22,44.84,48.22,Budget,94164,44.84 MMK
7454,SAMS-00007455,18-05-2024,Myanmar,Asia,Sittwe,Samsung Galaxy Tab S9 FE,Galaxy Tab,512 GB,Lime,No,441.26,20,5,353.01,2100.0,3706605.0,Online (Samsung.com),Net Banking,Individual,55+,Nil,2.7,Kept,2206.3,1765.05,2206.3,Mid-range,3706605,1765.05 MMK
7455,SAMS-00007456,26-09-2024,Myanmar,Asia,Sittwe,Samsung 25L Microwave,Appliances,Nil,White,No,192.51,10,1,173.26,2100.0,363846.0,Carrier Store,Credit Card,Individual,25–34,Nil,4.4,Kept,192.51,173.26,192.51,Mid-range,363846,173.26 MMK
7456,SAMS-00007457,28-09-2024,Myanmar,Asia,Sittwe,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Silver,No,251.72,12,1,221.51,2100.0,465171.0,Corporate / B2B,Net Banking,Enterprise,55+,Nil,Nil,Kept,251.72,221.51,251.72,Mid-range,465171,221.51 MMK
7457,SAMS-00007458,01-10-2024,Myanmar,Asia,Sittwe,Samsung Galaxy S22,Galaxy S,128 GB,Lavender,Yes,692.18,0,3,692.18,2100.0,4360734.0,Corporate / B2B,Debit Card,Education,18–24,iOS,Nil,Kept,2076.54,2076.54,2076.54,Upper Mid-range,4360734,2076.54 MMK
7458,SAMS-00007459,16-02-2021,Myanmar,Asia,Yangon,Samsung T7 Shield 1TB SSD,Accessories,Nil,Navy,No,93.42,12,1,82.21,2100.0,172641.0,Authorized Reseller,BNPL (Buy Now Pay Later),Enterprise,55+,Nil,4.2,Kept,93.42,82.21,93.42,Budget,172641,82.21 MMK
7459,SAMS-00007460,08-03-2021,Myanmar,Asia,Yangon,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Navy,Yes,46.09,0,2,46.09,2100.0,193578.0,Corporate / B2B,Samsung Pay,Enterprise,25–34,Nil,4.9,Kept,92.18,92.18,92.18,Budget,193578,92.18 MMK
7460,SAMS-00007461,12-04-2021,Myanmar,Asia,Yangon,Samsung Galaxy Z Fold 4,Galaxy Z,256 GB,Blue,Yes,1541.05,10,2,1386.94,2100.0,5825148.0,Corporate / B2B,Credit Card,Government,25–34,New User,Nil,Exchanged,3082.1,2773.88,3082.1,Premium,5825148,2773.88 MMK
7461,SAMS-00007462,29-04-2021,Myanmar,Asia,Yangon,Samsung 870 EVO 1TB SSD,Accessories,Nil,White,No,120.83,12,1,106.33,2100.0,223293.0,Corporate / B2B,Credit Card,Individual,25–34,Nil,2.7,Kept,120.83,106.33,120.83,Mid-range,223293,106.33 MMK
7462,SAMS-00007463,01-06-2021,Myanmar,Asia,Yangon,Samsung Galaxy A14 5G,Galaxy A,256 GB,Awesome White,Yes,186.63,2,7,182.9,2100.0,2688630.0,Carrier Store,BNPL (Buy Now Pay Later),Business,18–24,iOS,3.8,Kept,1306.4099999999999,1280.3,1306.4099999999999,Mid-range,2688630,1280.3 MMK
7463,SAMS-00007464,09-10-2021,Myanmar,Asia,Yangon,Samsung Galaxy Tab S9,Galaxy Tab,64 GB,Graphite,No,844.27,15,2,717.63,2100.0,3014046.0,Corporate / B2B,Debit Card,Education,35–44,Nil,3.9,Kept,1688.54,1435.26,1688.54,Upper Mid-range,3014046,1435.26 MMK
7464,SAMS-00007465,11-10-2021,Myanmar,Asia,Yangon,Samsung OLED S95C 65-inch,Smart TV,Nil,Black,No,2534.33,0,2,2534.33,2100.0,10644186.0,E-commerce Platform,Net Banking,Business,18–24,Nil,Nil,Kept,5068.66,5068.66,5068.66,Premium,10644186,5068.66 MMK
7465,SAMS-00007466,25-10-2021,Myanmar,Asia,Yangon,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Lime,No,137.74,20,1,110.19,2100.0,231399.0,E-commerce Platform,Cash,Education,55+,Nil,4.7,Kept,137.74,110.19,137.74,Mid-range,231399,110.19 MMK
7466,SAMS-00007467,30-11-2021,Myanmar,Asia,Yangon,Samsung Galaxy Watch 5 Pro,Galaxy Watch,Nil,Silver,No,369.0,0,7,369.0,2100.0,5424300.0,Corporate / B2B,Net Banking,Individual,55+,Nil,Nil,Kept,2583.0,2583.0,2583.0,Mid-range,5424300,2583.0 MMK
7467,SAMS-00007468,18-12-2021,Myanmar,Asia,Yangon,Samsung Galaxy Watch FE,Galaxy Watch,Nil,Silver,No,209.48,0,2,209.48,2100.0,879816.0,Online (Samsung.com),Samsung Pay,Enterprise,25–34,Nil,2.7,Returned,418.96,418.96,418.96,Mid-range,879816,418.96 MMK
7468,SAMS-00007469,01-03-2022,Myanmar,Asia,Yangon,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Cream,No,465.46,0,1,465.46,2100.0,977466.0,Carrier Store,Cash,Government,35–44,Nil,3.9,Kept,465.46,465.46,465.46,Mid-range,977466,465.46 MMK
7469,SAMS-00007470,06-05-2022,Myanmar,Asia,Yangon,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Green,Yes,1264.46,20,3,1011.57,2100.0,6372891.0,E-commerce Platform,Gift Card,Business,45–54,New User,Nil,Kept,3793.38,3034.71,3793.38,Premium,6372891,3034.71 MMK
7470,SAMS-00007471,26-05-2022,Myanmar,Asia,Yangon,Samsung OLED S95C 65-inch,Smart TV,Nil,White,No,2680.27,0,1,2680.27,2100.0,5628567.0,Online (Samsung.com),Gift Card,Enterprise,25–34,Nil,2.5,Kept,2680.27,2680.27,2680.27,Premium,5628567,2680.27 MMK
7471,SAMS-00007472,01-06-2022,Myanmar,Asia,Yangon,Samsung ViewFinity S9,Monitor,Nil,White,No,1585.49,7,6,1474.51,2100.0,18578826.0,Carrier Store,Cash,Government,45–54,Nil,Nil,Kept,9512.94,8847.06,9512.94,Premium,18578826,8847.06 MMK
7472,SAMS-00007473,06-06-2022,Myanmar,Asia,Yangon,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Violet,No,238.4,0,1,238.4,2100.0,500640.0,Corporate / B2B,Cash,Business,18–24,Android (Samsung),3.2,Kept,238.4,238.4,238.4,Mid-range,500640,238.4 MMK
7473,SAMS-00007474,10-06-2022,Myanmar,Asia,Yangon,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Silver,No,290.66,3,9,281.94,2100.0,5328666.0,Samsung Store,Credit Card,Government,35–44,Nil,4.5,Returned,2615.94,2537.46,2615.94,Mid-range,5328666,2537.46 MMK
7474,SAMS-00007475,10-08-2022,Myanmar,Asia,Yangon,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Titanium Yellow,Yes,1066.55,12,3,938.56,2100.0,5912928.0,E-commerce Platform,Debit Card,Government,55+,Feature Phone,3.4,Kept,3199.6499999999996,2815.68,3199.6499999999996,Premium,5912928,2815.68 MMK
7475,SAMS-00007476,22-08-2022,Myanmar,Asia,Yangon,Samsung Galaxy M54 5G,Galaxy M,128 GB,Deep Ocean Blue,Yes,378.18,7,1,351.71,2100.0,738591.0,E-commerce Platform,Debit Card,Enterprise,45–54,Android (Samsung),3.9,Kept,378.18,351.71,378.18,Mid-range,738591,351.71 MMK
7476,SAMS-00007477,12-09-2022,Myanmar,Asia,Yangon,Samsung Galaxy M04,Galaxy M,64 GB,Waterfall Blue,No,101.34,5,2,96.27,2100.0,404334.0,Carrier Store,Gift Card,Individual,55+,Android (Samsung),Nil,Kept,202.68,192.54,202.68,Mid-range,404334,192.54 MMK
7477,SAMS-00007478,19-10-2022,Myanmar,Asia,Yangon,Samsung Galaxy M04,Galaxy M,128 GB,Dark Blue,No,99.21,0,1,99.21,2100.0,208341.0,E-commerce Platform,EMI / Installment,Enterprise,45–54,New User,3.5,Returned,99.21,99.21,99.21,Budget,208341,99.21 MMK
7478,SAMS-00007479,21-10-2022,Myanmar,Asia,Yangon,Samsung Galaxy S23,Galaxy S,128 GB,Graph,Yes,771.28,2,5,755.85,2100.0,7936425.0,Authorized Reseller,Net Banking,Education,45–54,Feature Phone,4.8,Kept,3856.3999999999996,3779.25,3856.3999999999996,Upper Mid-range,7936425,3779.25 MMK
7479,SAMS-00007480,19-11-2022,Myanmar,Asia,Yangon,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Navy,Yes,49.75,20,1,39.8,2100.0,83580.0,Samsung Store,Net Banking,Individual,25–34,Nil,Nil,Kept,49.75,39.8,49.75,Budget,83580,39.8 MMK
7480,SAMS-00007481,10-12-2022,Myanmar,Asia,Yangon,Samsung Galaxy Tab A9,Galaxy Tab,256 GB,Lime,No,223.88,20,3,179.1,2100.0,1128330.0,Samsung Store,Credit Card,Business,35–44,Nil,2.6,Kept,671.64,537.3,671.64,Mid-range,1128330,537.3 MMK
7481,SAMS-00007482,27-12-2022,Myanmar,Asia,Yangon,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Green,Yes,1033.0,5,8,981.35,2100.0,16486680.0,Third-Party Retailer,Debit Card,Government,18–24,iOS,Nil,Kept,8264.0,7850.8,8264.0,Premium,16486680,7850.8 MMK
7482,SAMS-00007483,08-01-2023,Myanmar,Asia,Yangon,Samsung T55 27-inch FHD,Monitor,Nil,White,No,241.67,12,1,212.67,2100.0,446607.0,Samsung Store,Samsung Pay,Education,55+,Nil,Nil,Kept,241.67,212.67,241.67,Mid-range,446607,212.67 MMK
7483,SAMS-00007484,14-02-2023,Myanmar,Asia,Yangon,Samsung Galaxy M14 5G,Galaxy M,128 GB,Midnight Blue,Yes,178.78,2,4,175.2,2100.0,1471680.0,Samsung Store,Gift Card,Government,55+,New User,3.8,Kept,715.12,700.8,715.12,Mid-range,1471680,700.8 MMK
7484,SAMS-00007485,21-03-2023,Myanmar,Asia,Yangon,Samsung 25W USB-C Adapter,Accessories,Nil,Navy,No,31.36,20,3,25.09,2100.0,158067.0,Online (Samsung.com),Cash,Business,25–34,Nil,3.3,Kept,94.08,75.27,94.08,Budget,158067,75.27 MMK
7485,SAMS-00007486,14-04-2023,Myanmar,Asia,Yangon,Samsung T55 27-inch FHD,Monitor,Nil,White,No,259.41,3,6,251.63,2100.0,3170538.0,Online (Samsung.com),Samsung Pay,Education,55+,Nil,3.6,Kept,1556.46,1509.78,1556.46,Mid-range,3170538,1509.78 MMK
7486,SAMS-00007487,29-04-2023,Myanmar,Asia,Yangon,Samsung 25W USB-C Adapter,Accessories,Nil,Silver,No,31.07,0,2,31.07,2100.0,130494.0,Samsung Store,EMI / Installment,Enterprise,45–54,Nil,2.5,Returned,62.14,62.14,62.14,Budget,130494,62.14 MMK
7487,SAMS-00007488,29-05-2023,Myanmar,Asia,Yangon,Samsung Wireless Charger Pad,Accessories,Nil,Navy,No,47.22,10,2,42.5,2100.0,178500.0,Authorized Reseller,Cash,Government,45–54,Nil,4.7,Kept,94.44,85.0,94.44,Budget,178500,85.0 MMK
7488,SAMS-00007489,04-06-2023,Myanmar,Asia,Yangon,Samsung 256GB MicroSD Card,Accessories,Nil,Silver,No,26.88,7,1,25.0,2100.0,52500.0,Online (Samsung.com),Net Banking,Enterprise,55+,Nil,2.9,Kept,26.88,25.0,26.88,Budget,52500,25.0 MMK
7489,SAMS-00007490,27-06-2023,Myanmar,Asia,Yangon,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Icy Blue,Yes,951.41,0,1,951.41,2100.0,1997961.0,Online (Samsung.com),Net Banking,Government,18–24,New User,Nil,Kept,951.41,951.41,951.41,Upper Mid-range,1997961,951.41 MMK
7490,SAMS-00007491,06-11-2023,Myanmar,Asia,Yangon,Samsung 256GB MicroSD Card,Accessories,Nil,Navy,No,27.59,0,1,27.59,2100.0,57939.0,Third-Party Retailer,Debit Card,Business,45–54,Nil,Nil,Kept,27.59,27.59,27.59,Budget,57939,27.59 MMK
7491,SAMS-00007492,09-01-2024,Myanmar,Asia,Yangon,Samsung Crystal UHD 43-inch,Smart TV,Nil,White,No,502.44,0,3,502.44,2100.0,3165372.0,Authorized Reseller,Samsung Pay,Education,55+,Nil,3.0,Kept,1507.32,1507.32,1507.32,Upper Mid-range,3165372,1507.32 MMK
7492,SAMS-00007493,05-02-2024,Myanmar,Asia,Yangon,Samsung Galaxy S24+,Galaxy S,256 GB,Cream,Yes,988.6,5,4,939.17,2100.0,7889028.0,E-commerce Platform,Debit Card,Education,25–34,Android (Other),4.5,Kept,3954.4,3756.68,3954.4,Upper Mid-range,7889028,3756.68 MMK
7493,SAMS-00007494,25-02-2024,Myanmar,Asia,Yangon,Samsung Galaxy Watch 6 Classic,Galaxy Watch,Nil,Silver,No,417.77,7,2,388.53,2100.0,1631826.0,Samsung Store,Debit Card,Government,35–44,Nil,4.7,Exchanged,835.54,777.06,835.54,Mid-range,1631826,777.06 MMK
7494,SAMS-00007495,05-04-2024,Myanmar,Asia,Yangon,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Peach,No,181.97,2,2,178.33,2100.0,748986.0,Authorized Reseller,Net Banking,Government,35–44,Android (Samsung),3.1,Kept,363.94,356.66,363.94,Mid-range,748986,356.66 MMK
7495,SAMS-00007496,17-04-2024,Myanmar,Asia,Yangon,Samsung Galaxy S23,Galaxy S,256 GB,Titanium Black,Yes,839.67,10,1,755.7,2100.0,1586970.0,Third-Party Retailer,Debit Card,Enterprise,25–34,New User,Nil,Kept,839.67,755.7,839.67,Upper Mid-range,1586970,755.7 MMK
7496,SAMS-00007497,22-04-2024,Myanmar,Asia,Yangon,Samsung 870 EVO 1TB SSD,Accessories,Nil,Navy,No,118.79,7,4,110.47,2100.0,927948.0,Samsung Store,Net Banking,Individual,35–44,Nil,Nil,Kept,475.16,441.88,475.16,Mid-range,927948,441.88 MMK
7497,SAMS-00007498,07-05-2024,Myanmar,Asia,Yangon,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,512 GB,Cream,No,967.46,20,1,773.97,2100.0,1625337.0,E-commerce Platform,Net Banking,Business,18–24,Nil,3.4,Kept,967.46,773.97,967.46,Upper Mid-range,1625337,773.97 MMK
7498,SAMS-00007499,08-07-2024,Myanmar,Asia,Yangon,Samsung 11kg Washer-Dryer Combo,Appliances,Nil,Black,No,1128.07,20,6,902.46,2100.0,11370996.0,Third-Party Retailer,Credit Card,Business,55+,Nil,4.8,Kept,6768.42,5414.76,6768.42,Premium,11370996,5414.76 MMK
7499,SAMS-00007500,15-10-2024,Myanmar,Asia,Yangon,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Black,No,183.21,7,1,170.39,2100.0,357819.0,Carrier Store,Samsung Pay,Business,25–34,Nil,3.4,Kept,183.21,170.39,183.21,Mid-range,357819,170.39 MMK
7500,SAMS-00007501,27-10-2024,Myanmar,Asia,Yangon,Samsung T7 Shield 1TB SSD,Accessories,Nil,Navy,No,99.4,10,1,89.46,2100.0,187866.0,Third-Party Retailer,BNPL (Buy Now Pay Later),Education,55+,Nil,4.8,Returned,99.4,89.46,99.4,Budget,187866,89.46 MMK
7501,SAMS-00007502,04-11-2024,Myanmar,Asia,Yangon,Samsung Wireless Charger Pad,Accessories,Nil,Blue,No,51.84,7,10,48.21,2100.0,1012410.0,Online (Samsung.com),Samsung Pay,Government,35–44,Nil,Nil,Kept,518.4000000000001,482.1,518.4000000000001,Budget,1012410,482.1 MMK
7502,SAMS-00007503,08-11-2024,Myanmar,Asia,Yangon,Samsung Galaxy A53 5G,Galaxy A,128 GB,Awesome White,Yes,414.98,12,2,365.18,2100.0,1533756.0,Corporate / B2B,Credit Card,Business,18–24,Android (Other),4.4,Kept,829.96,730.36,829.96,Mid-range,1533756,730.36 MMK
7503,SAMS-00007504,15-11-2024,Myanmar,Asia,Yangon,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,256 GB,Silver,No,1137.84,2,3,1115.08,2100.0,7025004.0,Third-Party Retailer,Cash,Individual,18–24,Nil,4.9,Returned,3413.5199999999995,3345.24,3413.5199999999995,Premium,7025004,3345.24 MMK
7504,SAMS-00007505,11-12-2024,Myanmar,Asia,Yangon,Samsung Galaxy Watch 6 Classic,Galaxy Watch,Nil,Cream,No,387.11,3,4,375.5,2100.0,3154200.0,Carrier Store,BNPL (Buy Now Pay Later),Government,25–34,Nil,Nil,Returned,1548.44,1502.0,1548.44,Mid-range,3154200,1502.0 MMK
7505,SAMS-00007506,08-01-2021,Netherlands,Europe,Almere,Samsung Neo QLED 4K QN85C,Smart TV,Nil,White,No,1854.32,12,3,1631.8,0.92,4503.77,Samsung Store,Cash,Government,25–34,Nil,4.3,Kept,5562.96,4895.4,5562.96,Premium,4503,4895.4 EUR
7506,SAMS-00007507,21-02-2021,Netherlands,Europe,Almere,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Cream,No,233.64,10,2,210.28,0.92,386.92,Carrier Store,Gift Card,Education,25–34,Nil,4.3,Exchanged,467.28,420.56,467.28,Mid-range,386,420.56 EUR
7507,SAMS-00007508,20-04-2021,Netherlands,Europe,Almere,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Graphite,Yes,488.6,20,1,390.88,0.92,359.61,Authorized Reseller,Cash,Education,45–54,Feature Phone,3.1,Kept,488.6,390.88,488.6,Mid-range,359,390.88 EUR
7508,SAMS-00007509,26-04-2021,Netherlands,Europe,Almere,Samsung Smart Tag 2,Accessories,Nil,Silver,No,28.25,20,1,22.6,0.92,20.79,Corporate / B2B,Cash,Education,45–54,Nil,3.3,Exchanged,28.25,22.6,28.25,Budget,20,22.6 EUR
7509,SAMS-00007510,27-06-2022,Netherlands,Europe,Almere,Samsung Galaxy M14 5G,Galaxy M,256 GB,Icy Blue,Yes,165.89,0,1,165.89,0.92,152.62,Authorized Reseller,Cash,Enterprise,35–44,Android (Samsung),3.1,Returned,165.89,165.89,165.89,Mid-range,152,165.89 EUR
7510,SAMS-00007511,05-12-2022,Netherlands,Europe,Almere,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Silver,No,187.37,3,10,181.75,0.92,1672.1,Authorized Reseller,Cash,Business,55+,Nil,Nil,Kept,1873.7,1817.5,1873.7,Mid-range,1672,1817.5 EUR
7511,SAMS-00007512,16-12-2022,Netherlands,Europe,Almere,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Lime,No,130.1,0,1,130.1,0.92,119.69,Online (Samsung.com),EMI / Installment,Government,35–44,New User,3.6,Kept,130.1,130.1,130.1,Mid-range,119,130.1 EUR
7512,SAMS-00007513,18-03-2023,Netherlands,Europe,Almere,Samsung Odyssey G7 27-inch,Monitor,Nil,White,No,605.62,3,3,587.45,0.92,1621.36,Online (Samsung.com),Debit Card,Education,35–44,Nil,3.6,Kept,1816.8600000000001,1762.3500000000001,1816.8600000000001,Upper Mid-range,1621,1762.35 EUR
7513,SAMS-00007514,30-05-2023,Netherlands,Europe,Almere,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome White,Yes,455.38,10,1,409.84,0.92,377.05,E-commerce Platform,Net Banking,Individual,45–54,Feature Phone,4.7,Kept,455.38,409.84,455.38,Mid-range,377,409.84 EUR
7514,SAMS-00007515,14-07-2023,Netherlands,Europe,Almere,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Graphite,No,247.14,0,1,247.14,0.92,227.37,E-commerce Platform,EMI / Installment,Enterprise,18–24,Nil,3.7,Returned,247.14,247.14,247.14,Mid-range,227,247.14 EUR
7515,SAMS-00007516,06-10-2023,Netherlands,Europe,Almere,Samsung Galaxy S22+,Galaxy S,512 GB,Phantom White,Yes,875.39,7,2,814.11,0.92,1497.96,E-commerce Platform,EMI / Installment,Business,35–44,New User,3.4,Kept,1750.78,1628.22,1750.78,Upper Mid-range,1497,1628.22 EUR
7516,SAMS-00007517,08-10-2023,Netherlands,Europe,Almere,Samsung Galaxy S23 FE,Galaxy S,128 GB,Titanium Violet,Yes,618.84,12,2,544.58,0.92,1002.03,Authorized Reseller,Gift Card,Education,35–44,New User,Nil,Kept,1237.68,1089.16,1237.68,Upper Mid-range,1002,1089.16 EUR
7517,SAMS-00007518,04-12-2023,Netherlands,Europe,Almere,Samsung Crystal UHD 43-inch,Smart TV,Nil,Beige,No,554.83,10,1,499.35,0.92,459.4,Samsung Store,Debit Card,Government,25–34,Nil,4.9,Kept,554.83,499.35,554.83,Upper Mid-range,459,499.35 EUR
7518,SAMS-00007519,06-02-2024,Netherlands,Europe,Almere,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Lavender,Yes,1335.43,0,8,1335.43,0.92,9828.76,Samsung Store,Debit Card,Enterprise,18–24,Feature Phone,4.5,Kept,10683.44,10683.44,10683.44,Premium,9828,10683.44 EUR
7519,SAMS-00007520,26-05-2024,Netherlands,Europe,Almere,Samsung Galaxy M34 5G,Galaxy M,64 GB,Waterfall Blue,Yes,271.19,12,4,238.65,0.92,878.23,Online (Samsung.com),Gift Card,Individual,18–24,New User,4.4,Returned,1084.76,954.6,1084.76,Mid-range,878,954.6 EUR
7520,SAMS-00007521,19-07-2024,Netherlands,Europe,Almere,Samsung Galaxy S23,Galaxy S,256 GB,Lime,Yes,799.91,5,1,759.91,0.92,699.12,Corporate / B2B,Cash,Government,45–54,iOS,3.8,Kept,799.91,759.91,799.91,Upper Mid-range,699,759.91 EUR
7521,SAMS-00007522,20-07-2024,Netherlands,Europe,Almere,Samsung Galaxy S22,Galaxy S,256 GB,Phantom White,Yes,761.65,3,4,738.8,0.92,2718.78,Authorized Reseller,Credit Card,Individual,55+,Feature Phone,2.7,Kept,3046.6,2955.2,3046.6,Upper Mid-range,2718,2955.2 EUR
7522,SAMS-00007523,13-12-2024,Netherlands,Europe,Almere,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Navy,Yes,50.94,0,1,50.94,0.92,46.86,Carrier Store,BNPL (Buy Now Pay Later),Individual,45–54,Nil,2.9,Returned,50.94,50.94,50.94,Budget,46,50.94 EUR
7523,SAMS-00007524,06-03-2021,Netherlands,Europe,Amsterdam,Samsung Galaxy A14,Galaxy A,64 GB,Awesome Peach,No,161.94,5,1,153.84,0.92,141.53,Corporate / B2B,Debit Card,Government,35–44,Android (Samsung),3.4,Kept,161.94,153.84,161.94,Mid-range,141,153.84 EUR
7524,SAMS-00007525,31-03-2021,Netherlands,Europe,Amsterdam,Samsung Galaxy S22 Ultra,Galaxy S,1 TB,Titanium Violet,Yes,1183.84,20,1,947.07,0.92,871.3,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,25–34,Android (Other),4.1,Returned,1183.84,947.07,1183.84,Premium,871,947.07 EUR
7525,SAMS-00007526,29-06-2021,Netherlands,Europe,Amsterdam,Samsung Neo QLED 4K QN85C,Smart TV,Nil,White,No,1946.92,0,1,1946.92,0.92,1791.17,Third-Party Retailer,Debit Card,Individual,25–34,Nil,Nil,Kept,1946.92,1946.92,1946.92,Premium,1791,1946.92 EUR
7526,SAMS-00007527,17-07-2021,Netherlands,Europe,Amsterdam,Samsung Galaxy S22+,Galaxy S,1 TB,Phantom White,Yes,839.49,2,7,822.7,0.92,5298.19,Authorized Reseller,Samsung Pay,Business,45–54,New User,Nil,Kept,5876.43,5758.900000000001,5876.43,Upper Mid-range,5298,5758.9 EUR
7527,SAMS-00007528,24-10-2021,Netherlands,Europe,Amsterdam,Samsung Galaxy S24,Galaxy S,512 GB,Cream,Yes,776.55,15,2,660.07,0.92,1214.53,Online (Samsung.com),BNPL (Buy Now Pay Later),Individual,55+,Feature Phone,Nil,Kept,1553.1,1320.14,1553.1,Upper Mid-range,1214,1320.14 EUR
7528,SAMS-00007529,16-12-2021,Netherlands,Europe,Amsterdam,Samsung QE50Q80C QLED 50-inch,Smart TV,Nil,White,No,885.75,0,5,885.75,0.92,4074.45,Third-Party Retailer,Credit Card,Business,35–44,Nil,Nil,Kept,4428.75,4428.75,4428.75,Upper Mid-range,4074,4428.75 EUR
7529,SAMS-00007530,01-02-2022,Netherlands,Europe,Amsterdam,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Lime,No,133.19,5,1,126.53,0.92,116.41,E-commerce Platform,BNPL (Buy Now Pay Later),Education,35–44,Android (Samsung),4.0,Kept,133.19,126.53,133.19,Mid-range,116,126.53 EUR
7530,SAMS-00007531,21-07-2022,Netherlands,Europe,Amsterdam,Samsung 25W USB-C Adapter,Accessories,Nil,Black,No,30.93,0,1,30.93,0.92,28.46,E-commerce Platform,BNPL (Buy Now Pay Later),Business,55+,Nil,4.1,Kept,30.93,30.93,30.93,Budget,28,30.93 EUR
7531,SAMS-00007532,02-10-2022,Netherlands,Europe,Amsterdam,Samsung Galaxy Watch 6 Classic,Galaxy Watch,Nil,Graphite,No,405.21,5,1,384.95,0.92,354.15,Online (Samsung.com),Net Banking,Individual,25–34,Nil,3.5,Kept,405.21,384.95,405.21,Mid-range,354,384.95 EUR
7532,SAMS-00007533,26-10-2022,Netherlands,Europe,Amsterdam,Samsung Galaxy Watch FE,Galaxy Watch,Nil,Gold,No,194.68,12,1,171.32,0.92,157.61,Third-Party Retailer,Net Banking,Individual,45–54,Nil,2.8,Kept,194.68,171.32,194.68,Mid-range,157,171.32 EUR
7533,SAMS-00007534,29-10-2022,Netherlands,Europe,Amsterdam,Samsung 45W USB-C Charger,Accessories,Nil,Silver,No,47.99,0,4,47.99,0.92,176.6,E-commerce Platform,Net Banking,Education,35–44,Nil,3.0,Kept,191.96,191.96,191.96,Budget,176,191.96 EUR
